state,district,year,month,pincode,age_0_5,age_5_17,age_18_greater,total_activity,roll_3m,season
Assam,Bajali,2025,9,9376101,7,5,0,12,12.0,Monsoon
Assam,Bajali,2025,10,3125335,4,0,0,4,8.0,Festival
Assam,Bajali,2025,11,6250563,3,3,2,8,8.0,Festival
Assam,Bajali,2025,12,3125350,5,0,0,5,5.666666666666667,Festival
Assam,Baksa,2025,3,781366,11,14,13,38,38.0,Non-peak
Assam,Baksa,2025,4,4688126,408,483,187,1078,558.0,Non-peak
Assam,Baksa,2025,5,781372,37,25,20,82,399.3333333333333,Non-peak
Assam,Baksa,2025,6,781346,28,12,12,52,404.0,Monsoon
Assam,Baksa,2025,7,1562716,110,71,39,220,118.0,Monsoon
Assam,Baksa,2025,9,176584747,493,215,1,709,327.0,Monsoon
Assam,Baksa,2025,10,133610643,408,128,90,626,518.3333333333334,Festival
Assam,Baksa,2025,11,140642867,322,138,25,485,606.6666666666666,Festival
Assam,Baksa,2025,12,107044744,303,93,13,409,506.6666666666667,Festival
Assam,Barpeta,2025,3,783101,24,34,10,68,68.0,Non-peak
Assam,Barpeta,2025,4,1562638,138,54,23,215,141.5,Non-peak
Assam,Barpeta,2025,5,781309,90,83,10,183,155.33333333333334,Non-peak
Assam,Barpeta,2025,6,3906567,699,376,104,1179,525.6666666666666,Monsoon
Assam,Barpeta,2025,7,5470954,3310,895,184,4389,1917.0,Monsoon
Assam,Barpeta,2025,9,361751006,2848,843,11,3702,3090.0,Monsoon
Assam,Barpeta,2025,10,209393025,1303,408,25,1736,3275.6666666666665,Festival
Assam,Barpeta,2025,11,260960318,1286,394,158,1838,2425.3333333333335,Festival
Assam,Barpeta,2025,12,155482355,847,219,7,1073,1549.0,Festival
Assam,Biswanath,2025,4,1568350,104,114,32,250,250.0,Non-peak
Assam,Biswanath,2025,9,124683648,215,120,2,337,293.5,Monsoon
Assam,Biswanath,2025,10,83122427,148,72,1,221,269.3333333333333,Festival
Assam,Biswanath,2025,11,117625990,203,100,33,336,298.0,Festival
Assam,Biswanath,2025,12,65870535,119,58,8,185,247.33333333333334,Festival
Assam,Bongaigaon,2025,3,783384,25,33,31,89,89.0,Non-peak
Assam,Bongaigaon,2025,4,2350145,221,87,61,369,229.0,Non-peak
Assam,Bongaigaon,2025,5,783384,110,41,15,166,208.0,Non-peak
Assam,Bongaigaon,2025,6,783371,33,14,14,61,198.66666666666666,Monsoon
Assam,Bongaigaon,2025,7,783391,236,51,16,303,176.66666666666666,Monsoon
Assam,Bongaigaon,2025,9,172344447,734,161,6,901,421.6666666666667,Monsoon
Assam,Bongaigaon,2025,10,97923019,313,81,28,422,542.0,Festival
Assam,Bongaigaon,2025,11,125341298,385,95,14,494,605.6666666666666,Festival
Assam,Bongaigaon,2025,12,79905226,267,63,40,370,428.6666666666667,Festival
Assam,Cachar,2025,4,11820971,988,461,299,1748,1748.0,Non-peak
Assam,Cachar,2025,6,11027353,847,584,201,1632,1690.0,Monsoon
Assam,Cachar,2025,7,14970523,4026,1357,490,5873,3084.3333333333335,Monsoon
Assam,Cachar,2025,9,735376645,2579,871,13,3463,3656.0,Monsoon
Assam,Cachar,2025,10,456359843,1150,427,304,1881,3739.0,Festival
Assam,Cachar,2025,11,523350384,1167,540,177,1884,2409.3333333333335,Festival
Assam,Cachar,2025,12,281386143,717,273,43,1033,1599.3333333333333,Festival
Assam,Charaideo,2025,4,2357071,91,50,164,305,305.0,Non-peak
Assam,Charaideo,2025,5,785692,29,11,10,50,177.5,Non-peak
Assam,Charaideo,2025,9,95853763,202,97,0,299,218.0,Monsoon
Assam,Charaideo,2025,10,54998001,106,63,0,169,172.66666666666666,Festival
Assam,Charaideo,2025,11,78568563,144,80,1,225,231.0,Festival
Assam,Charaideo,2025,12,45569896,87,35,19,141,178.33333333333334,Festival
Assam,Chirang,2025,3,783390,12,29,15,56,56.0,Non-peak
Assam,Chirang,2025,4,3133535,189,199,179,567,311.5,Non-peak
Assam,Chirang,2025,7,3133532,893,364,52,1309,644.0,Monsoon
Assam,Chirang,2025,9,139430046,335,175,1,511,795.6666666666666,Monsoon
Assam,Chirang,2025,10,82255243,145,83,1,229,683.0,Festival
Assam,Chirang,2025,11,100273147,223,135,2,360,366.6666666666667,Festival
Assam,Chirang,2025,12,72848633,216,86,14,316,301.6666666666667,Festival
Assam,Darrang,2025,4,4705206,654,340,270,1264,1264.0,Non-peak
Assam,Darrang,2025,5,784145,87,53,308,448,856.0,Non-peak
Assam,Darrang,2025,6,784114,63,25,10,98,603.3333333333334,Monsoon
Assam,Darrang,2025,7,784114,190,56,11,257,267.6666666666667,Monsoon
Assam,Darrang,2025,9,215660117,1221,556,7,1784,713.0,Monsoon
Assam,Darrang,2025,10,149002830,672,306,107,1085,1042.0,Festival
Assam,Darrang,2025,11,162333280,762,325,575,1662,1510.3333333333333,Festival
Assam,Darrang,2025,12,95672909,741,253,3,997,1248.0,Festival
Assam,Dhemaji,2025,3,787057,20,46,19,85,85.0,Non-peak
Assam,Dhemaji,2025,4,1574117,179,176,52,407,246.0,Non-peak
Assam,Dhemaji,2025,5,3934344,264,174,153,591,361.0,Non-peak
Assam,Dhemaji,2025,6,1574121,135,126,55,316,438.0,Monsoon
Assam,Dhemaji,2025,7,7082500,1625,576,337,2538,1148.3333333333333,Monsoon
Assam,Dhemaji,2025,9,161326782,566,274,66,906,1253.3333333333333,Monsoon
Assam,Dhemaji,2025,10,96798948,267,140,257,664,1369.3333333333333,Festival
Assam,Dhemaji,2025,11,124339124,441,175,211,827,799.0,Festival
Assam,Dhemaji,2025,12,81843195,367,159,41,567,686.0,Festival
Assam,Dhubri,2025,3,3133352,89,229,98,416,416.0,Non-peak
Assam,Dhubri,2025,4,3916698,998,654,80,1732,1074.0,Non-peak
Assam,Dhubri,2025,6,1566682,323,198,24,545,897.6666666666666,Monsoon
Assam,Dhubri,2025,7,1566668,774,306,27,1107,1128.0,Monsoon
Assam,Dhubri,2025,9,375981247,2776,1048,5,3829,1827.0,Monsoon
Assam,Dhubri,2025,10,220106850,1260,458,108,1826,2254.0,Festival
Assam,Dhubri,2025,11,258488395,1264,592,22,1878,2511.0,Festival
Assam,Dhubri,2025,12,159009333,948,364,1,1313,1672.3333333333333,Festival
Assam,Dibrugarh,2025,3,786602,10,12,14,36,36.0,Non-peak
Assam,Dibrugarh,2025,4,6290316,179,149,186,514,275.0,Non-peak
Assam,Dibrugarh,2025,5,4718113,140,95,149,384,311.3333333333333,Non-peak
Assam,Dibrugarh,2025,6,5503625,413,127,134,674,524.0,Monsoon
Assam,Dibrugarh,2025,7,11007232,1455,488,541,2484,1180.6666666666667,Monsoon
Assam,Dibrugarh,2025,9,281459691,652,306,52,1010,1389.3333333333333,Monsoon
Assam,Dibrugarh,2025,10,172176236,362,174,144,680,1391.3333333333333,Festival
Assam,Dibrugarh,2025,11,237434111,409,226,218,853,847.6666666666666,Festival
Assam,Dibrugarh,2025,12,134448399,275,98,54,427,653.3333333333334,Festival
Assam,Dima Hasao,2025,6,788819,33,28,10,71,71.0,Monsoon
Assam,Dima Hasao,2025,7,788819,83,51,14,148,109.5,Monsoon
Assam,Dima Hasao,2025,9,7888358,1,10,2,13,77.33333333333333,Monsoon
Assam,Dima Hasao,2025,10,7099447,0,7,2,9,56.666666666666664,Festival
Assam,Dima Hasao,2025,11,4733036,1,5,0,6,9.333333333333334,Festival
Assam,Dima Hasao,2025,12,2366490,1,2,0,3,6.0,Festival
Assam,Goalpara,2025,4,3915812,587,294,283,1164,1164.0,Non-peak
Assam,Goalpara,2025,5,3915608,412,253,116,781,972.5,Non-peak
Assam,Goalpara,2025,6,783134,17,43,20,80,675.0,Monsoon
Assam,Goalpara,2025,7,4698776,2119,590,189,2898,1253.0,Monsoon
Assam,Goalpara,2025,9,200483979,1671,448,29,2148,1708.6666666666667,Monsoon
Assam,Goalpara,2025,10,119036763,750,224,22,996,2014.0,Festival
Assam,Goalpara,2025,11,156627989,794,244,48,1086,1410.0,Festival
Assam,Goalpara,2025,12,90844857,531,124,90,745,942.3333333333334,Festival
Assam,Golaghat,2025,4,5499447,568,501,144,1213,1213.0,Non-peak
Assam,Golaghat,2025,5,7856284,807,826,230,1863,1538.0,Non-peak
Assam,Golaghat,2025,6,5499482,561,502,202,1265,1447.0,Monsoon
Assam,Golaghat,2025,7,14141386,1617,1002,850,3469,2199.0,Monsoon
Assam,Golaghat,2025,9,236475030,907,457,64,1428,2054.0,Monsoon
Assam,Golaghat,2025,10,182265497,297,223,216,736,1877.6666666666667,Festival
Assam,Golaghat,2025,11,223118606,434,347,212,993,1052.3333333333333,Festival
Assam,Golaghat,2025,12,117058623,346,189,3,538,755.6666666666666,Festival
Assam,Hailakandi,2025,4,3152634,242,143,78,463,463.0,Non-peak
Assam,Hailakandi,2025,7,2364489,683,287,46,1016,739.5,Monsoon
Assam,Hailakandi,2025,9,236473747,1295,468,1,1764,1081.0,Monsoon
Assam,Hailakandi,2025,10,143458392,562,176,116,854,1211.3333333333333,Festival
Assam,Hailakandi,2025,11,156855826,665,219,45,929,1182.3333333333333,Festival
Assam,Hailakandi,2025,12,100891446,379,148,25,552,778.3333333333334,Festival
Assam,Hojai,2025,3,782446,27,42,20,89,89.0,Non-peak
Assam,Hojai,2025,4,3912209,763,253,100,1116,602.5,Non-peak
Assam,Hojai,2025,6,782446,277,76,11,364,523.0,Monsoon
Assam,Hojai,2025,7,1564881,1750,350,23,2123,1201.0,Monsoon
Assam,Hojai,2025,9,161965524,1102,352,0,1454,1313.6666666666667,Monsoon
Assam,Hojai,2025,10,108759342,539,196,1,736,1437.6666666666667,Festival
Assam,Hojai,2025,11,115018818,524,221,0,745,978.3333333333334,Festival
Assam,Hojai,2025,12,69637276,306,117,0,423,634.6666666666666,Festival
Assam,Jorhat,2025,4,4712645,210,156,154,520,520.0,Non-peak
Assam,Jorhat,2025,5,785635,17,24,13,54,287.0,Non-peak
Assam,Jorhat,2025,6,785630,24,19,13,56,210.0,Monsoon
Assam,Jorhat,2025,7,10209808,633,323,415,1371,493.6666666666667,Monsoon
Assam,Jorhat,2025,9,279581128,597,229,2,828,751.6666666666666,Monsoon
Assam,Jorhat,2025,10,216752488,493,136,119,748,982.3333333333334,Festival
Assam,Jorhat,2025,11,259949909,626,152,119,897,824.3333333333334,Festival
Assam,Jorhat,2025,12,146073548,305,83,25,413,686.0,Festival
Assam,Kamrup,2025,3,781354,13,20,13,46,46.0,Non-peak
Assam,Kamrup,2025,4,7030752,741,404,179,1324,685.0,Non-peak
Assam,Kamrup,2025,5,8593090,813,580,264,1657,1009.0,Non-peak
Assam,Kamrup,2025,6,781354,133,51,23,207,1062.6666666666667,Monsoon
Assam,Kamrup,2025,7,11717589,2813,736,255,3804,1889.3333333333333,Monsoon
Assam,Kamrup,2025,9,489010966,1802,686,12,2500,2170.3333333333335,Monsoon
Assam,Kamrup,2025,10,328091865,1015,344,166,1525,2609.6666666666665,Festival
Assam,Kamrup,2025,11,358552593,1109,345,29,1483,1836.0,Festival
Assam,Kamrup,2025,12,224977579,872,204,44,1120,1376.0,Festival
Assam,Kamrup Metro,2025,4,9374945,276,396,213,885,885.0,Non-peak
Assam,Kamrup Metro,2025,5,1563414,67,42,53,162,523.5,Non-peak
Assam,Kamrup Metro,2025,6,2343058,55,54,65,174,407.0,Monsoon
Assam,Kamrup Metro,2025,7,4688873,259,168,82,509,281.6666666666667,Monsoon
Assam,Kamrup Metro,2025,9,436658617,597,602,5,1204,629.0,Monsoon
Assam,Kamrup Metro,2025,10,309335518,421,290,384,1095,936.0,Festival
Assam,Kamrup Metro,2025,11,394486691,573,399,503,1475,1258.0,Festival
Assam,Kamrup Metro,2025,12,178110577,406,104,32,542,1037.3333333333333,Festival
Assam,Karbi Anglong,2025,4,6259692,543,1030,323,1896,1896.0,Non-peak
Assam,Karbi Anglong,2025,5,4694794,446,1537,175,2158,2027.0,Non-peak
Assam,Karbi Anglong,2025,9,252732656,814,537,240,1591,1881.6666666666667,Monsoon
Assam,Karbi Anglong,2025,10,165096018,327,325,174,826,1525.0,Festival
Assam,Karbi Anglong,2025,11,200300495,521,500,127,1148,1188.3333333333333,Festival
Assam,Karbi Anglong,2025,12,96241811,267,178,43,488,820.6666666666666,Festival
Assam,Karimganj,2025,4,3943626,508,426,91,1025,1025.0,Non-peak
Assam,Karimganj,2025,5,5521001,286,282,193,761,893.0,Non-peak
Assam,Karimganj,2025,6,3943568,253,277,97,627,804.3333333333334,Monsoon
Assam,Karimganj,2025,7,7887261,1931,1057,183,3171,1519.6666666666667,Monsoon
Assam,Karimganj,2025,9,438498156,2809,1192,8,4009,2602.3333333333335,Monsoon
Assam,Karimganj,2025,10,251586679,1003,490,5,1498,2892.6666666666665,Festival
Assam,Karimganj,2025,11,317832524,1476,728,15,2219,2575.3333333333335,Festival
Assam,Karimganj,2025,12,201899558,1070,451,2,1523,1746.6666666666667,Festival
Assam,Kokrajhar,2025,3,3133420,91,169,80,340,340.0,Non-peak
Assam,Kokrajhar,2025,4,1566720,301,238,25,564,452.0,Non-peak
Assam,Kokrajhar,2025,5,1566730,249,237,32,518,474.0,Non-peak
Assam,Kokrajhar,2025,6,783370,155,115,17,287,456.3333333333333,Monsoon
Assam,Kokrajhar,2025,7,1566739,284,173,119,576,460.3333333333333,Monsoon
Assam,Kokrajhar,2025,9,202104738,494,237,35,766,543.0,Monsoon
Assam,Kokrajhar,2025,10,129253011,255,132,113,500,614.0,Festival
Assam,Kokrajhar,2025,11,148053502,339,187,97,623,629.6666666666666,Festival
Assam,Kokrajhar,2025,12,102619104,351,84,0,435,519.3333333333334,Festival
Assam,Lakhimpur,2025,3,787031,25,34,42,101,101.0,Non-peak
Assam,Lakhimpur,2025,4,3145278,400,221,93,714,407.5,Non-peak
Assam,Lakhimpur,2025,5,4719331,404,216,127,747,520.6666666666666,Non-peak
Assam,Lakhimpur,2025,6,2358248,207,181,63,451,637.3333333333334,Monsoon
Assam,Lakhimpur,2025,7,3142409,536,216,159,911,703.0,Monsoon
Assam,Lakhimpur,2025,9,242126896,1317,448,8,1773,1045.0,Monsoon
Assam,Lakhimpur,2025,10,161159324,629,190,55,874,1186.0,Festival
Assam,Lakhimpur,2025,11,174516009,562,186,53,801,1149.3333333333333,Festival
Assam,Lakhimpur,2025,12,120267790,646,133,48,827,834.0,Festival
Assam,Majuli,2025,7,785104,154,45,11,210,210.0,Monsoon
Assam,Majuli,2025,9,47893471,101,64,0,165,187.5,Monsoon
Assam,Majuli,2025,10,22768569,32,20,0,52,142.33333333333334,Festival
Assam,Majuli,2025,11,20413256,19,14,0,33,83.33333333333333,Festival
Assam,Majuli,2025,12,22769086,41,14,0,55,46.666666666666664,Festival
Assam,Marigaon,2025,3,3910545,117,184,245,546,546.0,Non-peak
Assam,Marigaon,2025,4,3911174,540,457,96,1093,819.5,Non-peak
Assam,Marigaon,2025,5,1564821,130,219,29,378,672.3333333333334,Non-peak
Assam,Marigaon,2025,6,4693284,412,250,118,780,750.3333333333334,Monsoon
Assam,Marigaon,2025,7,3128768,1737,646,123,2506,1221.3333333333333,Monsoon
Assam,Marigaon,2025,9,217452801,1645,502,58,2205,1830.3333333333333,Monsoon
Assam,Marigaon,2025,10,132193337,666,231,52,949,1886.6666666666667,Festival
Assam,Marigaon,2025,11,157223538,673,279,82,1034,1396.0,Festival
Assam,Marigaon,2025,12,100122993,815,160,21,996,993.0,Festival
Assam,Nagaon,2025,3,782124,19,15,22,56,56.0,Non-peak
Assam,Nagaon,2025,4,2346380,504,236,36,776,416.0,Non-peak
Assam,Nagaon,2025,6,782450,24,67,65,156,329.3333333333333,Monsoon
Assam,Nagaon,2025,7,3128821,1553,735,132,2420,1117.3333333333333,Monsoon
Assam,Nagaon,2025,9,491244145,3157,1088,1,4246,2274.0,Monsoon
Assam,Nagaon,2025,10,302727459,1261,513,57,1831,2832.3333333333335,Festival
Assam,Nagaon,2025,11,366868563,1319,509,65,1893,2656.6666666666665,Festival
Assam,Nagaon,2025,12,227625044,1165,315,15,1495,1739.6666666666667,Festival
Assam,Nalbari,2025,4,2344006,55,49,77,181,181.0,Non-peak
Assam,Nalbari,2025,5,1562495,134,75,37,246,213.5,Non-peak
Assam,Nalbari,2025,9,289085422,962,394,10,1366,597.6666666666666,Monsoon
Assam,Nalbari,2025,10,204705852,605,194,34,833,815.0,Festival
Assam,Nalbari,2025,11,218766916,604,157,28,789,996.0,Festival
Assam,Nalbari,2025,12,140636492,349,108,9,466,696.0,Festival
Assam,North Cachar Hills,2025,4,3155411,130,179,99,408,408.0,Non-peak
Assam,North Cachar Hills,2025,5,788819,25,39,13,77,242.5,Non-peak
Assam,North Cachar Hills,2025,9,56796850,110,68,2,180,221.66666666666666,Monsoon
Assam,North Cachar Hills,2025,10,47330718,99,54,1,154,137.0,Festival
Assam,North Cachar Hills,2025,11,46542099,85,58,21,164,166.0,Festival
Assam,North Cachar Hills,2025,12,28398166,52,22,1,75,131.0,Festival
Assam,Sibsagar,2025,4,3142708,220,83,276,579,579.0,Non-peak
Assam,Sibsagar,2025,5,2357009,95,43,87,225,402.0,Non-peak
Assam,Sibsagar,2025,9,198776149,404,129,1,534,446.0,Monsoon
Assam,Sibsagar,2025,10,166563313,314,95,190,599,452.6666666666667,Festival
Assam,Sibsagar,2025,11,212918285,419,126,108,653,595.3333333333334,Festival
Assam,Sibsagar,2025,12,68353551,109,38,0,147,466.3333333333333,Festival
Assam,Sivasagar,2025,6,785640,37,33,10,80,80.0,Monsoon
Assam,Sivasagar,2025,7,2357021,167,80,95,342,211.0,Monsoon
Assam,Sonitpur,2025,3,784110,10,28,43,81,81.0,Non-peak
Assam,Sonitpur,2025,4,2352728,138,169,65,372,226.5,Non-peak
Assam,Sonitpur,2025,5,784182,55,160,38,253,235.33333333333334,Non-peak
Assam,Sonitpur,2025,6,784507,97,110,77,284,303.0,Monsoon
Assam,Sonitpur,2025,7,1568617,641,279,110,1030,522.3333333333334,Monsoon
Assam,Sonitpur,2025,9,439924938,1544,712,2,2258,1190.6666666666667,Monsoon
Assam,Sonitpur,2025,10,321516322,1080,467,5,1552,1613.3333333333333,Festival
Assam,Sonitpur,2025,11,381114337,1192,505,161,1858,1889.3333333333333,Festival
Assam,Sonitpur,2025,12,226631494,744,293,472,1509,1639.6666666666667,Festival
Assam,South Salmara Mankachar,2025,4,1566266,176,102,30,308,308.0,Non-peak
Assam,South Salmara Mankachar,2025,9,67349259,364,114,2,480,394.0,Monsoon
Assam,South Salmara Mankachar,2025,10,42289047,207,48,0,255,347.6666666666667,Festival
Assam,South Salmara Mankachar,2025,11,54819159,216,76,14,306,347.0,Festival
Assam,South Salmara Mankachar,2025,12,25843318,99,24,0,123,228.0,Festival
Assam,Sribhumi,2025,9,32335636,32,14,0,46,46.0,Monsoon
Assam,Sribhumi,2025,10,18928391,20,5,1,26,36.0,Festival
Assam,Sribhumi,2025,11,42589702,43,14,10,67,46.333333333333336,Festival
Assam,Sribhumi,2025,12,22871255,20,10,0,30,41.0,Festival
Assam,Tamulpur District,2025,9,10939113,4,11,0,15,15.0,Monsoon
Assam,Tamulpur District,2025,10,9376373,8,5,0,13,14.0,Festival
Assam,Tamulpur District,2025,11,11720476,4,13,0,17,15.0,Festival
Assam,Tamulpur District,2025,12,6250928,6,4,0,10,13.333333333333334,Festival
Assam,Tinsukia,2025,3,3930804,84,170,101,355,355.0,Non-peak
Assam,Tinsukia,2025,4,7075954,339,391,261,991,673.0,Non-peak
Assam,Tinsukia,2025,5,5503191,213,216,171,600,648.6666666666666,Non-peak
Assam,Tinsukia,2025,7,11006283,1074,827,606,2507,1366.0,Monsoon
Assam,Tinsukia,2025,9,291670742,690,445,9,1144,1417.0,Monsoon
Assam,Tinsukia,2025,10,185538032,385,238,9,632,1427.6666666666667,Festival
Assam,Tinsukia,2025,11,270445803,603,382,57,1042,939.3333333333334,Festival
Assam,Tinsukia,2025,12,167456882,496,198,419,1113,929.0,Festival
Assam,Udalguri,2025,3,784509,10,46,34,90,90.0,Non-peak
Assam,Udalguri,2025,4,7059823,447,364,319,1130,610.0,Non-peak
Assam,Udalguri,2025,5,4705963,221,162,164,547,589.0,Non-peak
Assam,Udalguri,2025,9,219635481,616,260,4,880,852.3333333333334,Monsoon
Assam,Udalguri,2025,10,174924749,479,181,29,689,705.3333333333334,Festival
Assam,Udalguri,2025,11,202379920,546,185,25,756,775.0,Festival
Assam,Udalguri,2025,12,126289144,339,124,10,473,639.3333333333334,Festival
Assam,West Karbi Anglong,2025,4,2347421,94,344,45,483,483.0,Non-peak
Assam,West Karbi Anglong,2025,5,782486,39,216,11,266,374.5,Non-peak
Assam,West Karbi Anglong,2025,6,1564971,52,133,110,295,348.0,Monsoon
Assam,West Karbi Anglong,2025,7,1564971,116,148,118,382,314.3333333333333,Monsoon
Assam,West Karbi Anglong,2025,9,46164933,36,57,86,179,285.3333333333333,Monsoon
Assam,West Karbi Anglong,2025,10,28950989,12,40,46,98,219.66666666666666,Festival
Assam,West Karbi Anglong,2025,11,28951245,30,44,57,131,136.0,Festival
Assam,West Karbi Anglong,2025,12,12519580,11,5,34,50,93.0,Festival
Bihar,Araria,2025,6,2562950,850,787,39,1676,1676.0,Monsoon
Bihar,Araria,2025,7,854336,166,108,14,288,982.0,Monsoon
Bihar,Araria,2025,9,330617257,2770,1398,17,4185,2049.6666666666665,Monsoon
Bihar,Araria,2025,10,217846839,2809,1382,24,4215,2896.0,Festival
Bihar,Araria,2025,11,232371210,1602,986,14,2602,3667.3333333333335,Festival
Bihar,Araria,2025,12,147794428,1742,854,17,2613,3143.3333333333335,Festival
Bihar,Arwal,2025,5,804401,43,156,10,209,209.0,Non-peak
Bihar,Arwal,2025,7,824235,60,432,13,505,357.0,Monsoon
Bihar,Arwal,2025,9,163809910,215,866,0,1081,598.3333333333334,Monsoon
Bihar,Arwal,2025,10,111383546,183,571,9,763,783.0,Festival
Bihar,Arwal,2025,11,123451003,177,573,0,750,864.6666666666666,Festival
Bihar,Arwal,2025,12,69417410,134,422,2,558,690.3333333333334,Festival
Bihar,Aurangabad,2025,9,453286945,885,2232,8,3125,3125.0,Monsoon
Bihar,Aurangabad,2025,10,299992096,645,1603,21,2269,2697.0,Festival
Bihar,Aurangabad,2025,11,360155558,816,2028,8,2852,2748.6666666666665,Festival
Bihar,Aurangabad,2025,12,201917776,655,1233,36,1924,2348.3333333333335,Festival
Bihar,Aurangabad(Bh),2025,9,24724576,22,17,0,39,39.0,Monsoon
Bihar,Aurangabad(Bh),2025,10,10713768,7,13,0,20,29.5,Festival
Bihar,Aurangabad(Bh),2025,11,22251595,12,20,0,32,30.333333333333332,Festival
Bihar,Aurangabad(Bh),2025,12,14834735,8,14,0,22,24.666666666666668,Festival
Bihar,Banka,2025,6,1626209,397,542,36,975,975.0,Monsoon
Bihar,Banka,2025,7,813108,148,269,11,428,701.5,Monsoon
Bihar,Banka,2025,9,361860094,1531,1263,2,2796,1399.6666666666667,Monsoon
Bihar,Banka,2025,10,253705788,1330,870,20,2220,1814.6666666666667,Festival
Bihar,Banka,2025,11,319615025,1552,994,7,2553,2523.0,Festival
Bihar,Banka,2025,12,178089426,1240,859,3,2102,2291.6666666666665,Festival
Bihar,Begusarai,2025,7,848203,377,372,13,762,762.0,Monsoon
Bihar,Begusarai,2025,9,524928618,2338,1516,9,3863,2312.5,Monsoon
Bihar,Begusarai,2025,10,314776080,1526,969,23,2518,2381.0,Festival
Bihar,Begusarai,2025,11,393903320,1886,1100,9,2995,3125.3333333333335,Festival
Bihar,Begusarai,2025,12,250972895,1979,1088,4,3071,2861.3333333333335,Festival
Bihar,Bhabua,2025,9,7389947,4,6,0,10,10.0,Monsoon
Bihar,Bhabua,2025,10,5728750,4,3,0,7,8.5,Festival
Bihar,Bhabua,2025,11,6549847,3,5,0,8,8.333333333333334,Festival
Bihar,Bhabua,2025,12,4105532,3,3,0,6,7.0,Festival
Bihar,Bhagalpur,2025,3,812005,13,40,18,71,71.0,Non-peak
Bihar,Bhagalpur,2025,4,1665209,678,534,26,1238,654.5,Non-peak
Bihar,Bhagalpur,2025,5,4998034,1500,1363,85,2948,1419.0,Non-peak
Bihar,Bhagalpur,2025,6,6581252,1407,2293,150,3850,2678.6666666666665,Monsoon
Bihar,Bhagalpur,2025,7,813213,184,358,15,557,2451.6666666666665,Monsoon
Bihar,Bhagalpur,2025,9,520587413,1902,2031,9,3942,2783.0,Monsoon
Bihar,Bhagalpur,2025,10,308622468,1281,1106,61,2448,2315.6666666666665,Festival
Bihar,Bhagalpur,2025,11,395426753,2131,1533,8,3672,3354.0,Festival
Bihar,Bhagalpur,2025,12,223284956,1360,971,5,2336,2818.6666666666665,Festival
